,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
165,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD,Telangana,500082",M.D. (Hospital Administration),Open,-,-,-,-,56631
166,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE,Telangana,500003",M.D. (Hospital Administration),Open,-,-,-,-,61571
167,All India,"Sher-i-Kashmir Institute of Medical Sciences,Srinagar,J&K,SKIMS,SOURA,SRINAGAR-190011,Jammu And Kashmir,190011",M.D. (Hospital Administration),SC,-,-,-,-,65901
168,All India,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD,Telangana,500082",M.D. (Hospital Administration),ST,-,-,-,-,94983
169,All India,"Sher-i-Kashmir Institute of Medical Sciences,Srinagar,J&K,SKIMS,SOURA,SRINAGAR-190011,Jammu And Kashmir,190011",M.D. (Hospital Administration),OBC,-,-,-,-,113976
170,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE,Tamil Nadu,641014",M.D. (MICROBIOLOGY),Open,-,-,-,-,74779
171,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (MICROBIOLOGY),Open,-,-,-,-,80299
172,All India,"Government Mohan Kumaramangalam Medical College,Salem,Government Mohan Kumaramangalam Medical College,Majeera Kollappatti,Steel Plant Road,Salem.,Tamil Nadu,636030",M.D. (MICROBIOLOGY),SC,-,-,-,-,89352
173,All India,"Sarojini Naidu Medical College,AGRA,Sarojini Naidu Medical College,AGRA,Uttar Pradesh,282002",M.D. (MICROBIOLOGY),Open,-,-,-,-,90128
174,All India,"G B Pant Institute of Post Graduate Medical Education and Research,G B Pant Institute of Post Graduate Medical Education and Research,Delhi (NCT),110007",M.D. (MICROBIOLOGY),Open,-,-,-,-,96930
175,All India,"University College of Medical Sciences,University College of Medical Sciences,Delhi (NCT),110095",M.D. (MICROBIOLOGY),Open,-,-,-,-,97322
176,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BASAIDARAPUR,NEW DELHI,ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BASAIDARAPUR,NEW DELHI,Delhi (NCT),110015",M.D. (MICROBIOLOGY),OBC,-,-,-,-,100654
177,All India,"Vardhman Mahavir Medical College,New Delhi,Vardhman Mahavir Medical College,New Delhi,Delhi (NCT),110029",M.D. (MICROBIOLOGY),Open,-,-,-,-,100834
178,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (MICROBIOLOGY),Open,-,-,-,-,102456
179,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College,Delhi (NCT),110001",M.D. (MICROBIOLOGY),Open,-,-,-,-,106884
180,All India,"Government Medical College,Kollam,Government Medical College Kollam,Parippally,Kerala,691574",M.D. (MICROBIOLOGY),Open,-,-,-,-,107186
181,All India,"Tirunelveli Medical College,TIRUNELVELI MEDICAL COLLEGE,HIGHGROUND,TIRUNELVELI-11,Tamil Nadu,627011",M.D. (MICROBIOLOGY),Open,-,-,-,-,108806
182,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College,Delhi (NCT),110001",M.D. (MICROBIOLOGY),OBC,-,-,-,-,110107
183,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICALCOLLEGE MUMBAI,Maharashtra,400022",M.D. (MICROBIOLOGY),Open,-,-,-,-,110290
184,All India,"Maulana Azad Medical College,Maulana Azad Medical College,Delhi (NCT),110002",M.D. (MICROBIOLOGY),Open,-,-,-,-,112177
185,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (MICROBIOLOGY),Open,-,-,-,-,114490
186,All India,"Government Medical College Kota,Government Medical College Kota,Rajasthan,324005",M.D. (MICROBIOLOGY),Open,-,-,-,-,120284
187,All India,"Grant Medical College,Maharashtra,Grant Medical College,Maharashtra,Maharashtra,400008",M.D. (MICROBIOLOGY),Open,-,-,-,-,123311
188,All India,"Government Medical College,Nizamabad,Telangana State,Government Medical College,Nizamabad,Telangana State,Telangana,503001",M.D. (MICROBIOLOGY),Open,-,-,-,-,123590
189,All India,"VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,Karnataka,583104",M.D. (MICROBIOLOGY),Open,-,-,-,-,124229
190,All India,"B. J. MEDICAL COLLEGE,Ahmedabad,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (MICROBIOLOGY),Open,-,-,-,-,124767
191,All India,"PGIMER,DR. RML Hospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (MICROBIOLOGY),Open,-,-,-,-,125917
192,All India,"Calcutta School Of Tropical Medicine,Calcutta School Of Tropical Medicine,West Bengal,700073",M.D. (MICROBIOLOGY),Open,-,-,-,-,126713
193,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,Uttar Pradesh,202002",M.D. (MICROBIOLOGY),Open,-,-,-,-,127887
194,All India,"Guru Gobind Singh Medical College,Guru Gobind Singh Medical College,Punjab,151203",M.D. (MICROBIOLOGY),Open,-,-,-,-,129408
195,All India,"INDIRA GANDHI MEDICAL COLLEGE AND RESEARCH INSTITUTE,PUDUCHERRY,INDIRA GANDHI MEDICAL COLLEGE AND RESEARCH INSTITUTE,PUDUCHERRY,Puducherry,605009",M.D. (MICROBIOLOGY),Open,-,-,-,-,130525
196,All India,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,Bihar,823001",M.D. (MICROBIOLOGY),OBC,-,-,-,-,130530
197,All India,"Vallabhbhai Patel Chest Institute,Delhi,Vallabhbhai Patel Chest Institute,Delhi,Delhi (NCT),110007",M.D. (MICROBIOLOGY),Open,-,-,-,-,130622
198,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (MICROBIOLOGY),Open,-,-,-,-,131153
199,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (MICROBIOLOGY),Open,-,-,-,-,131696
200,All India,"GOVT. MEDICAL COLLEGE,AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD,AMRITSAR,Punjab,143001",M.D. (MICROBIOLOGY),Open,-,-,-,-,132776
201,All India,"Rajendra Institute of Medical Sciences,Ranchi,Rajendra Institute of Medical Sciences,Ranchi,Jharkhand,834009",M.D. (MICROBIOLOGY),SC,-,-,-,-,133127
202,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (MICROBIOLOGY),OBC,-,-,-,-,136416
203,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE,Telangana,500003",M.D. (MICROBIOLOGY),OBC,-,-,-,-,137514
204,All India,"Government Kilpauk Medical College,Government Kilpauk Medical College,Tamil Nadu,600010",M.D. (MICROBIOLOGY),SC,-,-,-,-,138076
205,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg,Laheriasarai,Darbhanga,Bihar,Bihar,846003",M.D. (MICROBIOLOGY),OBC,-,-,-,-,138152
206,All India,"Silchar Medical College,Silchar,Silchar Medical College,Silchar,Assam,788014",M.D. (MICROBIOLOGY),SC,-,-,-,-,143960
207,All India,"Rajendra Institute of Medical Sciences,Ranchi,Rajendra Institute of Medical Sciences,Ranchi,Jharkhand,834009",M.D. (MICROBIOLOGY),OBC,-,-,-,-,147093
208,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,Gujarat,361008",M.D. (MICROBIOLOGY),SC,-,-,-,-,147165
209,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (MICROBIOLOGY),SC,-,-,-,-,151222
210,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (MICROBIOLOGY),OBC,-,-,-,-,152192
211,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (MICROBIOLOGY),OBC,-,-,-,-,153492
212,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,Gujarat,361008",M.D. (MICROBIOLOGY),ST,-,-,-,-,155193
213,All India,"Maulana Azad Medical College,Maulana Azad Medical College,Delhi (NCT),110002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,4754
214,All India,"PGIMER,DR. RML Hospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,9434
215,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL,CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL,CHANDIGARH,Chandigarh,160030",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,11856
216,All India,"Ravindra Nath Tagore Medical College,Udaipur,Ravindra Nath Tagore Medical College,Udaipur,Rajasthan,313001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,11863
217,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,11941
218,All India,"Kasturba Hospital,Daryaganj,Delhi,Daryaganj,Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,12049
219,All India,"Koppal Institute of Medical Sciences Koppal,Karnataka,Gangavati Road Kiddidal Gate koppal,Karnataka,583231",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,12878
220,All India,"Government medical college patiala.,Government medical college patiala.,Punjab,147001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,-,-,-,-,13125
221,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute,Karnataka,560002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,13628
222,All India,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,KADAPA),GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,KADAPA),Andhra Pradesh,516002",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,14038
223,All India,"Government Medical College,Siddipet,SURVEY NO 54 GOVERNMENT MEDICAL COLLEGE ENSANPALLY SIDDIPET  502114,Telangana,502114",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,15336
224,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata,West Bengal,700020",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,15745
225,All India,"Govt. Medical College Akola,Govt. Medical College Akola,Maharashtra,444001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,16518
226,All India,"Murshidabad Medical College and Hospital,Station Road,Berhampore,Murshidabad,West Bengal,742101",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,-,-,-,-,16795
227,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla,Himachal Pradesh,171001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,-,-,-,-,17753
228,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College,West Bengal,722102",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,-,-,-,-,20842
229,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,Chhattisgarh,495001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,-,-,-,-,62908
230,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg,Laheriasarai,Darbhanga,Bihar,Bihar,846003",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,-,-,-,-,74273
231,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute,Karnataka,560002",M.D. (PAEDIATRICS),Open,-,-,-,-,9943
232,All India,"Srirama Chandra Bhanja Medical College,CUTTACK,Srirama Chandra Bhanja Medical College,CUTTACK,Odisha,753007",M.D. (PAEDIATRICS),Open,-,-,-,-,10008
233,All India,"Sarojini Naidu Medical College,AGRA,Sarojini Naidu Medical College,AGRA,Uttar Pradesh,282002",M.D. (PAEDIATRICS),Open,-,-,-,-,10188
234,All India,"Koppal Institute of Medical Sciences Koppal,Karnataka,Gangavati Road Kiddidal Gate koppal,Karnataka,583231",M.D. (PAEDIATRICS),Open,-,-,-,-,12515
235,All India,"Govt. Bundelkhand Medical College Sagar M.P.,Govt. Bundelkhand Medical College Sagar M.P.,Madhya Pradesh,470001",M.D. (PAEDIATRICS),OBC,-,-,-,-,13220
236,All India,"Srirama Chandra Bhanja Medical College,CUTTACK,Srirama Chandra Bhanja Medical College,CUTTACK,Odisha,753007",M.D. (PAEDIATRICS),EWS,-,-,-,-,13711
237,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGEGWALIOR,Madhya Pradesh,474009",M.D. (PAEDIATRICS),EWS,-,-,-,-,14078
238,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office,Pithapuram Road,Kakinada,Andhra Pradesh,533003",M.D. (PAEDIATRICS),SC,-,-,-,-,29120
239,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (PAEDIATRICS),SC,-,-,-,-,31629
240,All India,"Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Pimpri Chichwad Municipal Corporation Postgraduate Institute Y.C.M.Hospital Pimpri,Pune 18,Maharashtra,411018",M.D. (PAEDIATRICS),SC,-,-,-,-,32214
241,All India,"Maharashtra Post Graduate Institute of Medical Education and Research,Nashik,Maharashtra Post Graduation Institute Of Medical Education and Research Civil Hospital campus Trimba,Maharashtra,422002",M.D. (PAEDIATRICS),SC,-,-,-,-,33068
242,All India,"RAICHUR INSTITUTE OF MEDICAL SCIENCES,RAICHUR INSTITUTE OF MEDICAL SCIENCES,Karnataka,584102",M.D. (PAEDIATRICS),ST,-,-,-,-,67697
243,All India,"Mahatma Gandhi Memorial Medical College,Jamshedpur,Mahatma Gandhi Memorial Medical College,Jamshedpur,Jharkhand,831020",M.D. (PAEDIATRICS),ST,-,-,-,-,69767
244,All India,"Chittaranjan Seva Sadan Hospital,37,S.P. MUKHERJEE ROAD,KOLKATA,West Bengal,700026",M.D. (PAEDIATRICS),ST,-,-,-,-,77479
245,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE,Telangana,500003",M.D. (PATHOLOGY),Open,-,-,-,-,21294
246,All India,"University College of Medical Sciences,University College of Medical Sciences,Delhi (NCT),110095",M.D. (PATHOLOGY),OBC,-,-,-,-,31972
247,All India,"Regional Institute of Medical Sciences,Imphal,Regional Institute of Medical Sciences,Imphal,Lamphelpat,Manipur,795004",M.D. (PATHOLOGY),Open,-,-,-,-,33305
248,All India,"INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,Uttar Pradesh,221005",M.D. (PATHOLOGY),Open,-,-,-,-,35410
249,All India,"Moti Lal Nehru Medical College,Moti Lal Nehru Medical College,Uttar Pradesh,211001",M.D. (PATHOLOGY),Open,-,-,-,-,36759
250,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College,Delhi (NCT),110001",M.D. (PATHOLOGY),OBC,-,-,-,-,36916
251,All India,"Vardhman Mahavir Medical College,New Delhi,Vardhman Mahavir Medical College,New Delhi,Delhi (NCT),110029",M.D. (PATHOLOGY),Open,-,-,-,-,36980
252,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (PATHOLOGY),Open,-,-,-,-,39183
253,All India,"Government Mohan Kumaramangalam Medical College,Salem,Government Mohan Kumaramangalam Medical College,Majeera Kollappatti,Steel Plant Road,Salem.,Tamil Nadu,636030",M.D. (PATHOLOGY),Open,-,-,-,-,40902
254,All India,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICALCOLLEGE MUMBAI,Maharashtra,400022",M.D. (PATHOLOGY),Open,-,-,-,-,41155
255,All India,"EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR,EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGEAND PGIMSR,Karnataka,560010",M.D. (PATHOLOGY),Open,-,-,-,-,42166
256,All India,"PGIMER,DR. RML Hospital,PGIMER,DR. RML Hospital,Delhi (NCT),110001",M.D. (PATHOLOGY),Open,-,-,-,-,43274
257,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BASAIDARAPUR,NEW DELHI,ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BASAIDARAPUR,NEW DELHI,Delhi (NCT),110015",M.D. (PATHOLOGY),Open,-,-,-,-,43764
258,All India,"Assam Medical College,Assam Medical College,Assam,786002",M.D. (PATHOLOGY),Open,-,-,-,-,44763
259,All India,"Government Medical College,Cuddalore District,Govt. Medical College and Hospital,Cuddalore District Erstwhile Rajah Muthiah Medical College Annam,Tamil Nadu,608002",M.D. (PATHOLOGY),Open,-,-,-,-,46059
260,All India,"Government Medical College Kota,Government Medical College Kota,Rajasthan,324005",M.D. (PATHOLOGY),Open,-,-,-,-,47206
261,All India,"R G KAR MEDICAL COLLEGE,West Bengal,R G KAR MEDICAL COLLEGE,1 KHUDIRAM BOSE SARANI,KOLKATA,West Bengal,West Bengal,700004",M.D. (PATHOLOGY),Open,-,-,-,-,47629
262,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),Open,-,-,-,-,47670
263,All India,"Karnataka Institute of Medical Sciences,Hubballi,Karnataka Institute of Medical Sciences,Hubballi,Karnataka,580021",M.D. (PATHOLOGY),Open,-,-,-,-,48527
264,All India,"Tirunelveli Medical College,TIRUNELVELI MEDICAL COLLEGE,HIGHGROUND,TIRUNELVELI-11,Tamil Nadu,627011",M.D. (PATHOLOGY),Open,-,-,-,-,49121
265,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,Uttar Pradesh,202002",M.D. (PATHOLOGY),Open,-,-,-,-,49643
266,All India,"Grant Medical College,Maharashtra,Grant Medical College,Maharashtra,Maharashtra,400008",M.D. (PATHOLOGY),Open,-,-,-,-,50892
267,All India,"Government Medical College,Latur,Government Medical College,Old Railway station Near Marwadi Rajasthani High-School Latur,Maharashtra,413512",M.D. (PATHOLOGY),Open,-,-,-,-,53851
268,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE,AJMER,NEAR PATEL STADIUM,AJMER,Rajasthan,305001",M.D. (PATHOLOGY),Open,-,-,-,-,53936
269,All India,"Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Pt. Jawahar Lal Nehru Memorial Medical College,RAIPUR,Chhattisgarh,492001",M.D. (PATHOLOGY),Open,-,-,-,-,55483
270,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (PATHOLOGY),OBC,-,-,-,-,56401
271,All India,"SWAMI RAMANAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI,SWAMI RAMANAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI,Maharashtra,431517",M.D. (PATHOLOGY),Open,-,-,-,-,57660
272,All India,"Govt. Bundelkhand Medical College Sagar M.P.,Govt. Bundelkhand Medical College Sagar M.P.,Madhya Pradesh,470001",M.D. (PATHOLOGY),Open,-,-,-,-,58714
273,All India,"Siddhartha Medical College,Vijayawada,Siddhartha Medical College,Vijayawada,Andhra Pradesh,520008",M.D. (PATHOLOGY),SC,-,-,-,-,60177
274,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,Uttar Pradesh,202002",M.D. (PATHOLOGY),OBC,-,-,-,-,62251
275,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (PATHOLOGY),SC,-,-,-,-,62259
276,All India,"Andhra Medical College,Andhra Medical College,Andhra Pradesh,530002",M.D. (PATHOLOGY),OBC,-,-,-,-,62275
277,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE,NANDED,DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE,VISHNUPURI,NANDED,Maharashtra,431606",M.D. (PATHOLOGY),OBC,-,-,-,-,62928
278,All India,"Gvernment Medical College,Haldwani,Government Medical College,Haldwani,Uttarakhand,263139",M.D. (PATHOLOGY),Open,-,-,-,-,63457
279,All India,"Burdwan Medical College,West Bengal,Burdwan Medical College,West Bengal,West Bengal,713104",M.D. (PATHOLOGY),Open,-,-,-,-,63625
280,All India,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES ADILABAD -504001 TELANGANA STATE,Telangana,504001",M.D. (PATHOLOGY),Open,-,-,-,-,63833
281,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,Gujarat,361008",M.D. (PATHOLOGY),Open,-,-,-,-,63838
282,All India,"Gulbarga Institute Of Medical Sciences,Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI,Karnataka,585105",M.D. (PATHOLOGY),Open,-,-,-,-,63950
283,All India,"Rajendra Institute of Medical Sciences,Ranchi,Rajendra Institute of Medical Sciences,Ranchi,Jharkhand,834009",M.D. (PATHOLOGY),Open,-,-,-,-,65181
284,All India,"MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,MAHARANI LAXMI BAI MEDICAL COLLEGE JHANSI,Uttar Pradesh,284128",M.D. (PATHOLOGY),SC,-,-,-,-,66815
285,All India,"Mahatma Gandhi Memorial Medical College,Indore,Mahatma Gandhi Memorial Medical College,Indore,Madhya Pradesh,452001",M.D. (PATHOLOGY),OBC,-,-,-,-,67776
286,All India,"Agartala Government Medical College,Agartala Government Medical College,Tripura,799006",M.D. (PATHOLOGY),Open,-,-,-,-,67851
287,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla,Himachal Pradesh,171001",M.D. (PATHOLOGY),Open,-,-,-,-,67887
288,All India,"Government Medical College,Siddipet,SURVEY NO 54 GOVERNMENT MEDICAL COLLEGE ENSANPALLY SIDDIPET  502114,Telangana,502114",M.D. (PATHOLOGY),Open,-,-,-,-,68208
289,All India,"Govt. Medical College,Jammu,Govt. Medical College,Bakshi Nagar,Jamu,Jammu And Kashmir,180001",M.D. (PATHOLOGY),Open,-,-,-,-,68762
290,All India,"Government medical college patiala.,Government medical college patiala.,Punjab,147001",M.D. (PATHOLOGY),OBC,-,-,-,-,69154
291,All India,"Government Medical College Kota,Government Medical College Kota,Rajasthan,324005",M.D. (PATHOLOGY),OBC,-,-,-,-,69746
292,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,Gujarat,361008",M.D. (PATHOLOGY),OBC,-,-,-,-,70151
293,All India,"Grant Medical College,Maharashtra,Grant Medical College,Maharashtra,Maharashtra,400008",M.D. (PATHOLOGY),SC,-,-,-,-,71053
294,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (PATHOLOGY),SC,-,-,-,-,71202
295,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute,Karnataka,560002",M.D. (PATHOLOGY),SC,-,-,-,-,71822
296,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PATHOLOGY),OBC,-,-,-,-,73254
297,All India,"Gulbarga Institute Of Medical Sciences,Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI,Karnataka,585105",M.D. (PATHOLOGY),OBC,-,-,-,-,75065
298,All India,"Tezpur Medical College,Tezpur Medical College,Assam,784010",M.D. (PATHOLOGY),Open,-,-,-,-,76323
299,All India,"Gauhati Medical College,Guwahati,Gauhati Medical College,Guwahati,Assam,781032",M.D. (PATHOLOGY),SC,-,-,-,-,77663
300,All India,"Government Medical College,Cuddalore District,Govt. Medical College and Hospital,Cuddalore District Erstwhile Rajah Muthiah Medical College Annam,Tamil Nadu,608002",M.D. (PATHOLOGY),SC,-,-,-,-,78193
301,All India,"Govt. Medical College,Bhavnagar,Near. S.T. Bus Stand,Jail Road,Bhavnagar-364001,Gujarat,364001",M.D. (PATHOLOGY),OBC,-,-,-,-,80905
302,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg,Laheriasarai,Darbhanga,Bihar,Bihar,846003",M.D. (PATHOLOGY),OBC,-,-,-,-,81706
303,All India,"Sher-i-Kashmir Institute of Medical Sciences,Srinagar,J&K,SKIMS,SOURA,SRINAGAR-190011,Jammu And Kashmir,190011",M.D. (PATHOLOGY),Open,-,-,-,-,81996
304,All India,"NALANDA MEDICAL COLLEGE,PATNA,NALANDA MEDICAL COLLEGE,PATNA,Bihar,800026",M.D. (PATHOLOGY),OBC,-,-,-,-,82886
305,All India,"Government Medical College,Jalgaon,Jilha Peth,Government Hospital Campus,Jalgaon,Maharashtra,425001",M.D. (PATHOLOGY),OBC,-,-,-,-,83299
306,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PATHOLOGY),OBC,-,-,-,-,83691
307,All India,"Baba Raghav Das Medical College,Baba Raghav Das Medical College,Uttar Pradesh,273013",M.D. (PATHOLOGY),SC,-,-,-,-,85140
